price,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,bathroom_full,bathroom_3_quarter,bathroom_half,bathroom_1_quarter,has_renovated
805000.0,3,2710,4500,1.5,0,0,4,1880,830,Seattle,85,2.0,0.0,0.0,0.0,0
284000.0,3,1800,23103,1.0,0,0,3,1800,0,Carnation,46,1.0,1.0,0.0,0.0,1
470000.0,5,2210,9655,1.0,0,0,3,1460,750,Bothell,38,2.0,0.0,1.0,0.0,0
430000.0,4,1920,10000,1.0,0,0,4,1070,850,Bellevue,60,1.0,0.0,1.0,0.0,1
491500.0,4,2190,125452,1.0,0,2,3,2190,0,Auburn,46,1.0,1.0,0.0,0.0,1
785000.0,5,3660,11995,2.0,0,2,3,3660,0,Snoqualmie,8,3.0,0.0,0.0,0.0,0
385000.0,3,1320,1327,2.0,0,0,3,1040,280,Seattle,6,3.0,0.0,0.0,0.0,0
295000.0,2,1630,1368,2.0,0,0,3,1280,350,Seattle,5,2.0,0.0,1.0,0.0,0
555000.0,4,3310,6500,2.0,0,0,3,3310,0,Snoqualmie,2,2.0,0.0,1.0,0.0,1
459990.0,3,2680,5539,2.0,0,0,3,2680,0,North Bend,1,2.0,0.0,1.0,0.0,1
625000.0,4,2730,54014,1.0,0,0,3,1560,1170,Renton,7,3.0,0.0,0.0,0.0,0
300000.0,3,2540,5050,2.0,0,0,3,2540,0,Kent,8,2.0,0.0,1.0,0.0,0
625000.0,4,2920,6605,2.0,0,0,3,2920,0,Renton,2,2.0,1.0,0.0,0.0,1
379880.0,3,1650,14054,1.0,0,0,4,1130,520,Issaquah,28,2.0,0.0,1.0,0.0,0
310000.0,3,1010,9945,1.0,0,0,4,1010,0,Snoqualmie,41,1.0,0.0,0.0,0.0,0
775000.0,2,2680,7392,1.0,0,0,3,2680,0,Redmond,10,2.0,0.0,1.0,0.0,1
365000.0,3,2200,7350,1.0,0,0,5,1570,630,Renton,26,2.0,0.0,1.0,0.0,0
331950.0,4,2530,9933,2.0,0,2,3,2010,520,Auburn,24,2.0,0.0,1.0,0.0,1
783500.0,3,2850,7130,2.0,0,0,3,1990,860,Seattle,34,2.0,0.0,1.0,0.0,0
628000.0,4,2280,6010,1.0,0,0,3,1140,1140,Seattle,114,2.0,0.0,0.0,0.0,1
560000.0,3,1900,8744,2.0,0,0,3,1900,0,Sammamish,27,2.0,0.0,1.0,0.0,1
531000.0,2,1270,1175,2.0,0,0,3,1110,160,Seattle,14,3.0,0.0,0.0,0.0,0
831000.0,4,2170,4000,2.0,0,0,4,1610,560,Seattle,32,3.0,0.0,0.0,0.0,1
780000.0,4,2730,10281,2.0,0,2,3,2730,0,Sammamish,18,2.0,0.0,1.0,0.0,0
755000.0,4,2120,10202,1.0,0,0,4,1620,500,Bellevue,54,2.0,0.0,1.0,0.0,1
705380.0,3,2490,4343,2.0,0,0,3,2490,0,Issaquah,11,2.0,0.0,1.0,0.0,0
627000.0,4,1990,7712,1.0,0,0,3,1210,780,Issaquah,41,2.0,0.0,0.0,0.0,1
865000.0,4,3690,9892,2.0,0,0,3,3690,0,Sammamish,16,3.0,0.0,0.0,0.0,1
580000.0,2,2540,7000,1.0,0,0,5,1320,1220,Seattle,72,1.0,0.0,0.0,0.0,0
410000.0,3,1800,36704,1.0,0,0,4,1360,440,Issaquah,36,2.0,0.0,0.0,0.0,1
485000.0,4,2340,7048,1.0,0,0,4,1340,1000,Kirkland,35,3.0,0.0,0.0,0.0,0
400000.0,2,2110,9519,1.0,0,0,2,2110,0,Shoreline,66,1.0,1.0,0.0,0.0,0
549000.0,2,1140,5400,1.0,0,0,5,1140,0,Seattle,106,1.0,0.0,0.0,0.0,0
620000.0,3,1480,2185,2.5,0,0,3,1480,0,Kirkland,9,1.0,1.0,0.0,0.0,0
405000.0,2,1410,1240,2.0,0,0,3,1140,270,Seattle,8,3.0,0.0,0.0,0.0,0
232000.0,2,1200,8063,1.0,0,0,4,1200,0,Des Moines,56,1.0,0.0,0.0,0.0,1
800866.0,5,3180,13806,2.0,0,0,4,3180,0,Kirkland,24,2.0,0.0,1.0,0.0,0
650000.0,3,2160,9000,1.0,0,2,4,1400,760,Seattle,65,1.0,0.0,1.0,0.0,1
823000.0,6,2920,5000,2.5,0,0,4,2780,140,Seattle,106,1.0,1.0,0.0,0.0,0
770000.0,3,2350,5700,1.5,0,0,4,1810,540,Seattle,75,2.0,0.0,0.0,0.0,1
524000.0,3,1560,5520,1.0,0,0,4,780,780,Seattle,70,1.0,1.0,0.0,0.0,0
541125.0,5,2740,8426,1.0,0,0,4,1370,1370,Bellevue,54,2.0,1.0,0.0,0.0,1
670000.0,3,1680,2000,3.0,0,0,3,1680,0,Seattle,105,2.0,0.0,1.0,0.0,1
384900.0,5,3090,12750,1.0,0,0,3,1750,1340,Federal Way,46,2.0,0.0,1.0,0.0,1
406100.0,3,1410,1332,3.0,0,0,3,1410,0,Seattle,9,2.0,0.0,0.0,0.0,0
1395000.0,5,4010,8510,2.0,0,1,5,2850,1160,Seattle,43,3.0,0.0,1.0,0.0,0
736500.0,4,3180,21904,2.0,0,3,3,3180,0,Renton,14,2.0,0.0,1.0,0.0,0
570000.0,3,2010,6000,1.0,0,0,3,1330,680,Redmond,39,2.0,0.0,0.0,0.0,0
787000.0,3,1330,7500,1.0,0,0,3,1330,0,Bellevue,53,1.0,1.0,0.0,0.0,1
328000.0,4,2370,6500,2.0,0,0,3,2370,0,Auburn,16,2.0,0.0,1.0,0.0,1
435000.0,5,1840,9240,1.0,0,0,4,1540,300,Seattle,72,2.0,0.0,0.0,0.0,1
499000.0,4,2910,6479,2.0,0,0,3,2910,0,Snoqualmie,8,2.0,0.0,1.0,0.0,0
501000.0,4,2070,7519,1.0,0,0,3,1160,910,Bellevue,51,1.0,0.0,0.0,0.0,1
1090000.0,4,4340,141570,2.5,0,0,3,4340,0,Redmond,22,2.0,0.0,1.0,0.0,0
400000.0,2,840,5510,1.0,0,0,3,840,0,Seattle,59,1.0,0.0,0.0,0.0,1
220000.0,4,1240,9600,1.0,0,0,3,1240,0,Federal Way,43,1.0,0.0,1.0,0.0,0
657100.0,4,1390,4240,1.0,0,0,3,1050,340,Seattle,90,1.0,0.0,0.0,0.0,1
309950.0,4,2310,5000,2.0,0,0,3,2310,0,Maple Valley,8,2.0,1.0,0.0,0.0,0
300000.0,3,1050,10072,1.0,0,0,3,1050,0,Duvall,28,2.0,0.0,0.0,0.0,0
525888.0,5,2550,71874,1.0,0,0,5,1810,740,Issaquah,54,1.0,1.0,0.0,0.0,0
740000.0,4,2010,3600,1.5,0,0,3,2010,0,Seattle,112,1.0,1.0,0.0,0.0,0
340000.0,5,1120,9022,1.5,0,0,4,1120,0,Kirkland,52,1.0,0.0,0.0,0.0,0
398750.0,3,2230,4000,2.0,0,0,3,2230,0,Seattle,60,2.0,0.0,1.0,0.0,1
206000.0,2,810,7158,1.0,0,0,5,810,0,Burien,70,1.0,0.0,0.0,0.0,0
1030000.0,5,3190,16920,1.0,0,3,3,1690,1500,Bellevue,38,2.0,1.0,0.0,0.0,0
600000.0,3,1670,39639,1.0,0,0,4,1670,0,Sammamish,38,1.0,1.0,0.0,0.0,1
379950.0,4,1970,9389,1.0,0,0,5,1140,830,Shoreline,54,1.0,1.0,0.0,0.0,0
287000.0,3,1450,6000,1.0,0,0,4,1450,0,Seattle,61,1.0,0.0,0.0,0.0,1
309950.0,3,1880,7838,2.0,0,0,3,1880,0,Renton,20,2.0,0.0,1.0,0.0,0
600000.0,3,1880,6360,1.0,0,0,4,1040,840,Seattle,69,1.0,1.0,0.0,0.0,0
418000.0,3,1410,6030,1.5,0,0,4,1410,0,Seattle,84,2.0,0.0,0.0,0.0,0
449250.0,4,1480,3844,1.5,0,0,5,1480,0,Seattle,86,2.0,0.0,0.0,0.0,1
329950.0,2,1140,5250,1.5,0,0,4,1140,0,Seattle,65,1.0,0.0,0.0,0.0,1
245000.0,3,1920,9306,1.0,0,0,3,1000,920,Auburn,30,1.0,1.0,0.0,0.0,0
549000.0,4,2910,6338,2.0,0,0,3,2910,0,Renton,6,2.0,0.0,1.0,0.0,0
800000.0,3,3240,7857,2.0,0,0,3,3240,0,Sammamish,20,2.0,0.0,1.0,0.0,0
249950.0,3,1550,15040,1.0,0,0,4,1550,0,Renton,56,2.0,0.0,0.0,0.0,1
210000.0,5,2050,10200,1.0,0,0,3,1430,620,Des Moines,58,2.0,0.0,0.0,0.0,1
585000.0,2,1770,8640,1.5,0,0,3,1520,250,Seattle,65,1.0,0.0,0.0,0.0,1
615000.0,4,2300,11700,1.0,0,0,4,1960,340,Redmond,37,1.0,1.0,0.0,0.0,0
618500.0,3,1800,5000,1.0,0,0,4,1080,720,Seattle,72,2.0,0.0,0.0,0.0,1
487585.0,4,2010,9211,1.0,0,0,3,1470,540,Kirkland,37,1.0,1.0,0.0,0.0,1
509900.0,3,1790,2700,2.0,0,0,3,1790,0,Issaquah,4,2.0,0.0,1.0,0.0,0
631625.0,4,2440,6651,2.0,0,0,3,2440,0,Seattle,0,2.0,0.0,1.0,0.0,0
555000.0,3,1940,3211,2.0,0,0,3,1940,0,Issaquah,5,2.0,0.0,1.0,0.0,0
340000.0,2,1160,1438,2.0,0,0,3,1160,0,Seattle,13,1.0,0.0,1.0,0.0,0
830000.0,4,3400,9692,2.0,0,0,3,3400,0,Redmond,7,2.0,0.0,1.0,0.0,0
890000.0,4,4420,5750,2.0,0,0,3,3410,1010,Issaquah,8,4.0,0.0,0.0,0.0,0
366750.0,3,1571,2017,3.0,0,0,3,1571,0,Seattle,6,3.0,0.0,0.0,0.0,0
415000.0,3,1620,998,2.5,0,0,3,1540,80,Issaquah,4,2.0,0.0,0.0,0.0,0
416286.0,3,1408,989,3.0,0,0,3,1408,0,Seattle,9,2.0,0.0,1.0,0.0,0
478000.0,3,3040,4535,2.0,0,0,3,3040,0,Renton,7,2.0,0.0,1.0,0.0,0
890000.0,5,4490,6000,2.0,0,0,3,3200,1290,Issaquah,8,3.0,0.0,1.0,0.0,0
419190.0,2,1590,1426,2.0,0,0,3,1590,0,Issaquah,0,2.0,0.0,1.0,0.0,0
712198.0,4,2450,4247,2.0,0,0,3,2450,0,Redmond,1,2.0,0.0,1.0,0.0,1
397000.0,4,1440,7680,1.0,0,0,3,1200,240,Kirkland,43,2.0,0.0,0.0,0.0,0
450000.0,2,1100,3000,1.5,0,0,3,1100,0,Seattle,102,2.0,0.0,0.0,0.0,1
353000.0,3,1350,7740,1.0,0,0,4,860,490,Seattle,67,1.0,0.0,0.0,0.0,1
609000.0,4,2150,37981,2.0,0,0,3,2150,0,Redmond,29,2.0,0.0,1.0,0.0,0
234000.0,3,1490,8366,1.0,0,0,4,1010,480,Covington,39,1.0,1.0,0.0,0.0,0
561000.0,3,2000,7000,2.0,0,0,3,2000,0,Seattle,98,2.0,0.0,0.0,0.0,1
469000.0,2,1030,4400,1.0,0,0,3,1030,0,Seattle,90,1.0,0.0,0.0,0.0,1
329350.0,2,720,6687,1.0,0,0,3,720,0,Seattle,72,1.0,0.0,0.0,0.0,1
488000.0,5,2020,5000,1.5,0,0,4,2020,0,Seattle,76,2.0,0.0,0.0,0.0,0
279900.0,3,1580,8151,1.0,0,1,4,1100,480,Des Moines,52,1.0,1.0,0.0,0.0,0
606000.0,4,2110,13850,2.0,0,0,3,2110,0,Issaquah,27,2.0,0.0,1.0,0.0,1
312000.0,4,1300,7054,1.0,0,0,3,1300,0,Seattle,64,2.0,0.0,0.0,0.0,1
650000.0,3,1630,7475,1.0,0,1,3,1160,470,Seattle,74,1.0,0.0,1.0,0.0,1
1135000.0,4,3370,8103,1.0,0,3,3,1970,1400,Seattle,44,2.0,1.0,0.0,0.0,1
325000.0,4,1890,6156,1.0,0,0,3,980,910,Seattle,34,2.0,0.0,1.0,0.0,0
425000.0,4,1520,7983,1.0,0,0,5,1520,0,Inglewood-Finn Hill,47,2.0,0.0,0.0,0.0,0
219000.0,2,900,5160,1.0,0,0,3,900,0,Seattle,62,1.0,0.0,0.0,0.0,1
250000.0,3,1050,6874,1.0,0,0,3,1050,0,Shoreline,60,1.0,0.0,0.0,0.0,1
390000.0,3,1260,6500,1.0,0,0,4,1260,0,Bellevue,48,1.0,1.0,0.0,0.0,0
475000.0,6,3470,117612,1.5,0,0,3,3470,0,Kenmore,90,3.0,0.0,0.0,0.0,1
736000.0,4,2290,12047,2.0,0,0,4,2290,0,Bellevue,26,2.0,0.0,1.0,0.0,0
407000.0,4,2810,23400,1.0,0,1,3,1710,1100,Des Moines,56,2.0,0.0,0.0,0.0,1
272000.0,3,1650,13816,2.0,0,0,3,1650,0,Carnation,16,2.0,0.0,1.0,0.0,1
362000.0,3,1640,14374,1.0,0,0,4,1140,500,Burien,51,2.0,0.0,0.0,0.0,0
535000.0,3,1850,10109,2.0,0,0,3,1850,0,Kirkland,23,2.0,0.0,1.0,0.0,0
284000.0,4,2000,5390,2.0,0,0,3,2000,0,Kent,11,2.0,0.0,1.0,0.0,0
367500.0,3,1410,9647,1.0,0,0,3,1410,0,Shoreline,53,1.0,0.0,1.0,0.0,1
379900.0,4,1500,11600,1.0,0,0,4,1000,500,Kenmore,59,1.0,1.0,0.0,0.0,1
520000.0,3,2460,54885,2.0,0,0,4,2460,0,Renton,34,2.0,0.0,1.0,0.0,0
175000.0,3,1010,7034,1.0,0,0,3,1010,0,Renton,60,1.0,0.0,0.0,0.0,1
460000.0,2,1230,929,2.0,0,0,3,1020,210,Seattle,10,2.0,0.0,0.0,0.0,1
345000.0,4,2331,3826,2.0,0,0,3,2331,0,Renton,7,2.0,0.0,1.0,0.0,0
455000.0,5,2240,7770,1.0,0,0,3,1340,900,Kirkland,36,2.0,0.0,1.0,0.0,0
610000.0,4,2450,10117,1.0,0,0,5,1580,870,Bellevue,47,3.0,0.0,0.0,0.0,0
563000.0,4,3100,15480,2.0,0,0,3,2400,700,Kenmore,18,3.0,0.0,0.0,0.0,0
612500.0,4,2060,5000,1.0,0,0,3,1030,1030,Seattle,65,2.0,0.0,0.0,0.0,1
218000.0,3,1850,7684,1.0,0,0,3,1320,530,Federal Way,35,1.0,1.0,0.0,0.0,1
404000.0,4,1840,10720,1.0,0,0,3,960,880,Bellevue,56,1.0,1.0,0.0,0.0,1
860000.0,4,3740,32417,2.0,0,0,3,3740,0,Redmond,14,2.0,0.0,0.0,0.0,0
136500.0,3,1420,8580,1.0,0,0,3,1420,0,Federal Way,52,1.0,0.0,1.0,0.0,1
313950.0,3,1510,6083,1.0,0,0,4,860,650,Seattle,74,1.0,0.0,0.0,0.0,1
575000.0,3,2130,6500,1.0,0,2,3,1170,960,Seattle,60,1.0,1.0,0.0,0.0,1
1225000.0,4,3490,6906,2.0,0,0,4,2280,1210,Seattle,86,2.0,0.0,0.0,0.0,0
280000.0,3,1630,11800,1.0,0,0,4,1630,0,North Bend,43,1.0,1.0,0.0,0.0,0
515000.0,3,1790,7167,2.0,0,0,3,1790,0,Sammamish,25,2.0,0.0,1.0,0.0,0
513000.0,4,2000,5684,2.0,0,0,3,2000,0,Kenmore,18,2.0,0.0,1.0,0.0,0
599000.0,4,2260,29930,2.0,0,0,4,1400,860,Bellevue,37,2.0,0.0,0.0,0.0,0
685000.0,4,3030,7864,2.0,0,0,3,3030,0,Sammamish,15,2.0,0.0,1.0,0.0,0
365000.0,3,1310,8160,1.0,0,0,3,1310,0,Seattle,64,1.0,0.0,1.0,0.0,1
762300.0,4,3880,14550,2.0,0,0,3,3880,0,Sammamish,27,2.0,0.0,1.0,0.0,1
1580000.0,4,3760,10920,1.5,0,0,5,2400,1360,Seattle,64,3.0,0.0,0.0,0.0,0
562000.0,5,3040,8111,2.0,0,0,3,3040,0,Redmond,30,2.0,0.0,0.0,0.0,0
530000.0,5,2910,9636,1.0,0,0,4,1690,1220,Bellevue,50,2.0,0.0,1.0,0.0,0
525000.0,3,2970,11985,1.0,0,0,3,1770,1200,Sammamish,19,2.0,0.0,1.0,0.0,0
484000.0,2,1660,6000,1.0,0,0,3,1160,500,Seattle,72,1.0,1.0,0.0,0.0,1
725126.0,4,3200,12369,2.0,0,0,3,3200,0,Newcastle,16,2.0,0.0,1.0,0.0,1
360000.0,4,2680,18768,1.0,0,0,5,2680,0,Auburn,49,2.0,0.0,0.0,0.0,0
387000.0,3,1230,9568,1.0,0,0,5,1230,0,Newcastle,52,1.0,0.0,0.0,0.0,0
483500.0,4,2740,45732,2.0,0,0,3,2740,0,Woodinville,19,2.0,0.0,1.0,0.0,0
655500.0,4,3380,8330,2.0,0,0,3,3380,0,Shoreline,14,3.0,0.0,1.0,0.0,0
345000.0,3,1110,6250,1.0,0,0,3,1110,0,Seattle,58,1.0,0.0,0.0,0.0,1
533000.0,5,1800,3780,1.5,0,0,3,1400,400,Seattle,88,2.0,1.0,0.0,0.0,1
385000.0,3,1900,5520,1.0,0,0,3,1280,620,Seattle,32,1.0,1.0,0.0,0.0,0
197000.0,3,1690,7735,1.0,0,0,4,1060,630,Auburn,38,1.0,1.0,0.0,0.0,1
485000.0,3,1420,4080,1.5,0,0,3,1420,0,Seattle,109,2.0,0.0,0.0,0.0,1
1870000.0,5,4510,15175,2.0,0,0,3,4510,0,Mercer Island,45,4.0,0.0,0.0,0.0,1
295000.0,3,1980,8000,1.0,0,0,4,1560,420,Federal Way,40,2.0,0.0,0.0,0.0,0
499000.0,2,1170,2400,1.0,0,0,4,740,430,Seattle,111,1.0,1.0,0.0,0.0,0
1050000.0,3,2200,1970,2.0,0,0,3,1610,590,Seattle,6,2.0,0.0,1.0,0.0,0
191000.0,3,800,8850,1.0,0,0,4,800,0,Federal Way,55,1.0,0.0,1.0,0.0,0
500000.0,3,1480,1171,3.0,0,0,3,1480,0,Seattle,8,2.0,0.0,1.0,0.0,0
390000.0,5,2890,5000,1.0,0,0,3,1310,1580,Seattle,8,3.0,1.0,0.0,0.0,0
979000.0,3,2690,4047,3.0,0,0,3,2690,0,Seattle,0,2.0,0.0,1.0,0.0,0
580000.0,4,3569,8327,2.0,0,0,3,3569,0,Renton,1,3.0,0.0,0.0,0.0,1
369950.0,3,1270,1320,3.0,0,0,3,1270,0,Seattle,8,2.0,0.0,0.0,0.0,0
1800000.0,5,4490,10279,2.0,0,0,3,3930,560,Bellevue,1,5.0,0.0,0.0,0.0,1
776000.0,4,3040,6425,2.0,0,0,3,3040,0,Redmond,6,2.0,0.0,1.0,0.0,0
519950.0,3,1170,1249,3.0,0,0,3,1170,0,Seattle,0,2.0,0.0,0.0,0.0,0
255000.0,5,2060,8632,1.0,0,0,3,1030,1030,Burien,52,2.0,0.0,0.0,0.0,1
495000.0,3,990,6000,1.0,0,0,3,990,0,Seattle,71,1.0,0.0,0.0,0.0,1
510000.0,4,2430,5203,2.0,0,0,3,2430,0,Shoreline,11,2.0,0.0,1.0,0.0,0
1150000.0,4,4460,103382,2.0,0,0,3,4460,0,Redmond,13,4.0,0.0,0.0,0.0,0
253000.0,3,1250,10122,1.0,0,0,3,1250,0,Black Diamond,20,1.0,1.0,0.0,0.0,0
503000.0,3,1540,6760,1.0,0,0,5,1210,330,Kirkland,34,2.0,1.0,0.0,0.0,0
275000.0,3,1600,7000,2.0,0,0,4,1600,0,Maple Valley,21,2.0,0.0,1.0,0.0,0
249000.0,3,1110,8423,1.0,0,0,3,1110,0,Burien,62,1.0,0.0,0.0,0.0,1
310000.0,3,1840,10723,1.0,0,0,4,1220,620,Renton,40,1.0,1.0,0.0,0.0,0
750000.0,3,2520,5401,1.0,0,0,4,1360,1160,Seattle,68,2.0,1.0,0.0,0.0,1
758000.0,4,2410,9549,1.0,0,0,4,1780,630,Kirkland,58,2.0,1.0,0.0,0.0,0
248500.0,4,1720,10018,1.0,0,0,5,1720,0,Covington,54,1.0,1.0,0.0,0.0,0
310000.0,3,2070,37904,1.0,0,0,4,1420,650,Kent,41,1.0,1.0,0.0,0.0,0
460000.0,3,1760,9055,2.0,0,0,4,1760,0,Redmond,29,2.0,0.0,0.0,0.0,0
675000.0,3,1680,10500,1.0,0,0,4,1680,0,Bellevue,55,1.0,1.0,0.0,0.0,0
526000.0,2,1550,2400,1.5,0,0,4,1550,0,Seattle,114,2.0,0.0,0.0,0.0,1
560000.0,3,4120,60392,2.0,0,2,3,3180,940,Carnation,20,3.0,0.0,0.0,0.0,0
415000.0,4,1830,9548,2.0,0,0,3,1830,0,Bothell,23,3.0,0.0,0.0,0.0,0
246000.0,3,1400,7410,1.0,0,0,3,1400,0,Burien,70,1.0,0.0,0.0,0.0,0
314500.0,3,1870,12381,1.0,0,0,4,1870,0,Federal Way,57,1.0,1.0,0.0,0.0,1
3200000.0,7,6210,8856,2.5,0,2,5,4760,1450,Seattle,104,4.0,0.0,1.0,0.0,0
420000.0,2,1040,3500,1.5,0,0,4,1040,0,Seattle,110,1.0,0.0,1.0,0.0,0
535000.0,3,2720,149410,1.5,0,0,3,2720,0,Carnation,26,1.0,1.0,0.0,0.0,1
350000.0,3,1010,9360,1.0,0,0,3,1010,0,Kirkland,33,1.0,0.0,0.0,0.0,1
515000.0,3,1580,9147,1.0,0,1,4,1210,370,Bellevue,47,1.0,1.0,0.0,0.0,0
749950.0,4,2600,6050,2.0,0,0,5,1960,640,Seattle,65,2.0,1.0,0.0,0.0,0
230000.0,3,1920,9180,2.0,0,0,3,1920,0,Renton,26,2.0,0.0,1.0,0.0,1
568000.0,3,2350,5080,1.5,0,0,3,1780,570,Seattle,85,2.0,0.0,0.0,0.0,0
250000.0,1,1100,4373,1.0,0,0,2,820,280,Burien,67,1.0,0.0,0.0,0.0,0
581000.0,4,2510,13695,1.0,0,0,4,1280,1230,Kirkland,53,2.0,0.0,0.0,0.0,1
651000.0,3,3240,108366,2.0,0,0,4,3240,0,Kent,23,2.0,0.0,1.0,0.0,0
600000.0,3,2460,108900,1.0,0,0,4,1860,600,Issaquah,37,2.0,0.0,1.0,0.0,0
500000.0,2,1010,3885,1.5,0,0,4,1010,0,Seattle,108,1.0,0.0,0.0,0.0,1
475000.0,2,820,2723,1.0,0,0,3,820,0,Seattle,93,1.0,0.0,0.0,0.0,1
